Name
Mario
Luigi
Peach
Daisy
Yoshi
Birdo
Wario
Waluigi
Donkey Kong
Diddy Kong
Bowser
Bowser Jr.
Baby Mario
Baby Luigi
Baby Peach
Baby Daisy
Baby DK
Red Toad
Toadette
Toadsworth
Blue Pianta
Blue Noki
Dixie Kong
Funky Kong
Tiny Kong
King K. Rool
Kritter
Goomba
Paragoomba
Green Koopa
Red Koopa Paratroopa
Magikoopa
Hammer Bro
Dry Bones
Boo
King Boo
Petey Piranha
Wiggler
Shy Guy
Monty Mole
Blooper
Red Yoshi
Blue Yoshi
Yellow Yoshi
Light Blue Yoshi
Pink Yoshi
Blue Toad
Yellow Toad
Green Toad
Purple Toad
Red Pianta
Yellow Pianta
Red Noki
Green Noki
Blue Kritter
Red Kritter
Brown Kritter
Red Koopa
Green Koopa Paratroopa
Red Magikoopa
Green Magikoopa
Yellow Magikoopa
Fire Bro
Boomerang Bro
Green Dry Bones
Dark Bones
Blue Dry Bones
Blue Shy Guy
Yellow Shy Guy
Green Shy Guy
Gray Shy Guy
Bowser Castle
Bowser Jr. Playroom
Daisy Cruiser (Day)
DK Jungle (Day)
Luigi's Mansion
Mario Stadium (Day)
Peach Ice Garden (Day)
Wario City (Day)
Yoshi Park (Day)
Daisy Cruiser (Night)
DK Jungle (Night)
Yoshi Park (Night)
Mario Stadium (Night)
Peach Ice Garden (Night)
Wario City (Night)
Yoshi Park (Night)
